wmo,field,ui_value,decoder_ui_api_value,upstream_or_registry_source,upstream_value,independently_calculated_value,transformation,verification,api_generated_at_utc,result
6902892,Expected Next Communication,—,,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,,Last Transmission +10 exact UTC days,UNAVAILABLE; NOT INFERRED,2026-09-20T21:45:51.293639+00:00,PASS
6902892,No Communication / elapsed days,—,,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,,(API generated_at - Last Transmission)/86400; UI floors completed days,UNAVAILABLE; NOT INFERRED,2026-09-20T21:45:51.293639+00:00,PASS
6902892,Communication Status,NO DATA,NO DATA,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,NO DATA,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,UNAVAILABLE; NOT INFERRED,2026-09-20T21:45:51.293639+00:00,PASS
6902892,Prof# (highest cycle),—,,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,,,"Maximum recognized published cycle, not available count",VERIFIED UNAVAILABLE IN CONFIGURED DAC,2026-09-20T21:45:51.293639+00:00,PASS
6902892,Profiles Missing,—,,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,,,Missing cycle numbers in 1..Prof# across recognized profile families,VERIFIED UNAVAILABLE IN CONFIGURED DAC,2026-09-20T21:45:51.293639+00:00,PASS
6903014,WMO ID,6903014,6903014,config/registry_apf9.csv:3 [wmo],Outside configured DAC; local source only,6903014,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL SOURCE MATCH,2026-09-20T21:45:51.293639+00:00,PASS
6903014,Internal ID,850878,850878,"config/registry_apf9.csv:3 [ptt, else imei]",Not used: local registry only; operational identity not independently verified,850878,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH,2026-09-20T21:45:51.293639+00:00,PASS
6903014,Float Type,ARVOR,ARVOR,config/registry.csv:3 [platform_type],Outside configured DAC; local source only,ARVOR,Preset platform_type; public metadata cross-check where available,LOCAL SOURCE MATCH,2026-09-20T21:45:51.293639+00:00,PASS
6903014,Latitude,—,,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,,,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",VERIFIED UNAVAILABLE IN CONFIGURED DAC,2026-09-20T21:45:51.293639+00:00,PASS
6903014,Longitude,—,,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,,,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",VERIFIED UNAVAILABLE IN CONFIGURED DAC,2026-09-20T21:45:51.293639+00:00,PASS
6903014,Last Transmission,—,,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UNAVAILABLE; NOT INFERRED,2026-09-20T21:45:51.293639+00:00,PASS
6903014,Expected Next Communication,—,,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,,Last Transmission +10 exact UTC days,UNAVAILABLE; NOT INFERRED,2026-09-20T21:45:51.293639+00:00,PASS
6903014,No Communication / elapsed days,—,,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,,(API generated_at - Last Transmission)/86400; UI floors completed days,UNAVAILABLE; NOT INFERRED,2026-09-20T21:45:51.293639+00:00,PASS
6903014,Communication Status,NO DATA,NO DATA,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,NO DATA,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,UNAVAILABLE; NOT INFERRED,2026-09-20T21:45:51.293639+00:00,PASS
6903014,Prof# (highest cycle),—,,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,,,"Maximum recognized published cycle, not available count",VERIFIED UNAVAILABLE IN CONFIGURED DAC,2026-09-20T21:45:51.293639+00:00,PASS
6903014,Profiles Missing,—,,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,,,Missing cycle numbers in 1..Prof# across recognized profile families,VERIFIED UNAVAILABLE IN CONFIGURED DAC,2026-09-20T21:45:51.293639+00:00,PASS
6990711,WMO ID,6990711,6990711,config/metadata/meta.csv:15 [WMO id] | https://data-argo.ifremer.fr/dac/incois/6990711/6990711_meta.nc [PLATFORM_NUMBER],6990711,6990711,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:45:51.293639+00:00,PASS
6990711,Internal ID,664170,664170,"config/metadata/meta.csv:15 [Argos number, else imei]",Not used: local registry only; operational identity not independently verified,664170,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH,2026-09-20T21:45:51.293639+00:00,PASS
6990711,Float Type,ARVOR,ARVOR,config/metadata/meta.csv + MultiCsvLoader.load_info(wmo).float_type → preset.platform_type | https://data-argo.ifremer.fr/dac/incois/6990711/6990711_meta.nc [PLATFORM_TYPE],ARVOR,ARVOR,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:45:51.293639+00:00,PASS
6990711,Latitude,64.706°S,-64.70572,https://data-argo.ifremer.fr/dac/incois/6990711/6990711_Rtraj.nc [LATITUDE index 94; JULD; POSITION_QC=1],-64.70572,-64.70572,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:45:51.293639+00:00,PASS
6990711,Longitude,69.866°E,69.86632,https://data-argo.ifremer.fr/dac/incois/6990711/6990711_Rtraj.nc [LONGITUDE index 94; JULD; POSITION_QC=1],69.86632,69.86632,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:45:51.293639+00:00,PASS
6990711,Last Transmission,2025-05-02 00:01 UTC,2025-05-02T00:01:25+00:00,https://data-argo.ifremer.fr/dac/incois/6990711/6990711_Rtraj.nc [JULD_LAST_MESSAGE index 5; raw JULD=27515.000983796297],JULD_LAST_MESSAGE[5] = 27515.000983796297 days since 1950-01-01 UTC,2025-05-02T00:01:25+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:45:51.293639+00:00,PASS
6990711,Expected Next Communication,2025-05-12 00:01 UTC,2025-05-12T00:01:25+00:00,https://data-argo.ifremer.fr/dac/incois/6990711/6990711_Rtraj.nc [JULD_LAST_MESSAGE index 5; raw JULD=27515.000983796297],2025-05-02T00:01:25+00:00,2025-05-12T00:01:25+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:45:51.293639+00:00,PASS
6990711,No Communication / elapsed days,506 d,506.905859880081,https://data-argo.ifremer.fr/dac/incois/6990711/6990711_Rtraj.nc [JULD_LAST_MESSAGE index 5; raw JULD=27515.000983796297],2025-05-02T00:01:25+00:00,506.905859880081,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:45:51.293639+00:00,PASS
6990711,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/6990711/6990711_Rtraj.nc [JULD_LAST_MESSAGE index 5; raw JULD=27515.000983796297],2025-05-02T00:01:25+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:45:51.293639+00:00,PASS
6990711,Prof# (highest cycle),7,7,https://data-argo.ifremer.fr/dac/incois/6990711/profiles/ [recognized filenames; distinct positive cycles],7,7,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:45:51.293639+00:00,PASS
6990711,Profiles Missing,0,0,https://data-argo.ifremer.fr/dac/incois/6990711/profiles/ [recognized filenames; distinct positive cycles],0,0,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:45:51.293639+00:00,PASS
7902408,WMO ID,7902408,7902408,config/metadata/meta.csv:16 [WMO id] | https://data-argo.ifremer.fr/dac/incois/7902408/7902408_meta.nc [PLATFORM_NUMBER],7902408,7902408,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:45:51.293639+00:00,PASS
7902408,Internal ID,339490,339490,"config/metadata/meta.csv:16 [Argos number, else imei]",Not used: local registry only; operational identity not independently verified,339490,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH,2026-09-20T21:45:51.293639+00:00,PASS
7902408,Float Type,ARVOR,ARVOR,config/metadata/meta.csv + MultiCsvLoader.load_info(wmo).float_type → preset.platform_type | https://data-argo.ifremer.fr/dac/incois/7902408/7902408_meta.nc [PLATFORM_TYPE],ARVOR,ARVOR,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:45:51.293639+00:00,PASS
7902408,Latitude,3.331°N,3.33145,https://data-argo.ifremer.fr/dac/incois/7902408/profiles/R7902408_018.nc [LATITUDE index 0; JULD_LOCATION; POSITION_QC=1],3.33145,3.33145,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:45:51.293639+00:00,PASS
7902408,Longitude,81.106°E,81.106,https://data-argo.ifremer.fr/dac/incois/7902408/profiles/R7902408_018.nc [LONGITUDE index 0; JULD_LOCATION; POSITION_QC=1],81.106,81.106,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:45:51.293639+00:00,PASS
7902408,Last Transmission,2026-05-05 09:58 UTCTRAJ LAG,2026-05-05T09:58:55+00:00,https://data-argo.ifremer.fr/dac/incois/7902408/7902408_Rtraj.nc [JULD_LAST_MESSAGE index 5; raw JULD=27883.415914352052],JULD_LAST_MESSAGE[5] = 27883.415914352052 days since 1950-01-01 UTC,2026-05-05T09:58:55+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:45:51.293639+00:00,PASS
7902408,Expected Next Communication,2026-05-15 09:58 UTC,2026-05-15T09:58:55+00:00,https://data-argo.ifremer.fr/dac/incois/7902408/7902408_Rtraj.nc [JULD_LAST_MESSAGE index 5; raw JULD=27883.415914352052],2026-05-05T09:58:55+00:00,2026-05-15T09:58:55+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:45:51.293639+00:00,PASS
7902408,No Communication / elapsed days,138 d,138.49092932452547,https://data-argo.ifremer.fr/dac/incois/7902408/7902408_Rtraj.nc [JULD_LAST_MESSAGE index 5; raw JULD=27883.415914352052],2026-05-05T09:58:55+00:00,138.49092932452547,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:45:51.293639+00:00,PASS
7902408,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/7902408/7902408_Rtraj.nc [JULD_LAST_MESSAGE index 5; raw JULD=27883.415914352052],2026-05-05T09:58:55+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:45:51.293639+00:00,PASS
7902408,Prof# (highest cycle),18,18,https://data-argo.ifremer.fr/dac/incois/7902408/profiles/ [recognized filenames; distinct positive cycles],18,18,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:45:51.293639+00:00,PASS
7902408,Profiles Missing,0,0,https://data-argo.ifremer.fr/dac/incois/7902408/profiles/ [recognized filenames; distinct positive cycles],0,0,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:45:51.293639+00:00,PASS
